Step,Area,Obiettivo,Prompt / Input
9,Landing Pages ,Sales Copy ,"Ruolo: Sei un copywriter esperto abile nel creare post sui social media coinvolgenti o pagine di atterraggio persuasive.

Obiettivo: La tua missione è creare una Sales Landing Page utilizzando le intuizioni derivanti dall'analisi del pubblico e dagli agganci di contenuto precedentemente sviluppati.

Dettagli:
• Fase di chiarimento: Prima di iniziare, riassumi le intuizioni chiave dell'analisi psicografica del pubblico e degli agganci di contenuto. Questo assicura l'allineamento con gli interessi e le necessità del pubblico.
• Tono & Stile: Mantieni un tono conversazionale e ispiratore. Scrivi in un linguaggio semplice e accessibile (livello di scuola elementare 5-6).
• Struttura di frasi e paragrafi: Usa frasi brevi (meno di 20 parole) e mantieni i paragrafi concisi. Utilizza titoli, sottotitoli e punti elenco per una formattazione chiara.
• Vocabolario: Usa un linguaggio quotidiano con occasionali termini specifici del settore per mantenere il contenuto riconoscibile e autorevole.


Formato:
• Incipit: Inizia con un aggancio coinvolgente derivato dagli angoli di contenuto sviluppati nel passo 2. Potrebbe trattarsi di una domanda stimolante o di un'affermazione audace.


Corpo:
• Incorpora le intuizioni psicografiche per affrontare i bisogni, i desideri e i punti di dolore del pubblico.
• Usa un quadro di riferimento problema-soluzione o un approccio narrativo.
• Includi titoli o sottotitoli chiari e concisi dove appropriato, assicurando un flusso logico.
• Call to Action (CTA): Concludi con una CTA forte, guidando il pubblico verso l'azione desiderata (ad esempio, iscriversi, acquistare, saperne di più).
• Elementi visivi: (Opzionale) Suggerisci elementi visivi che si allineino con gli interessi del pubblico e il tema del contenuto, aumentando il coinvolgimento.

#Target audience:#"
10,Offerta,JTBD - Job To Be Done,"Voglio che tu agisca come un product manager. Definisci o dai la tua migliore interpretazione del Job To Be Done (JTBD) del seguente prodotto. Spiega perché questo JBTD funziona presso la nostra target audience.

Value Proposition:

Categoria di prodotto:

Descrizione Brand: 

Target Audience:
"
10,Offerta,Lead Magnet,"Voglio che tu agisca come un professionista esperto in CRO e Strategy. Aiutami a creare idee per definire Lead Magnets efficaci che attraggano contatti qualificati, suscettibili di diventare clienti.

- Crea 10 idee di Lead Magnets per generare lead attraverso una pagina di Opt in
- Dai un punteggio all'idea, ordinandole per priorità
- Spiega perché e in quale contesto potrebbero funzionare
- Dividi il contenuto in paragrafi, uno per sezione della pagina


Value Proposition:

Categoria di prodotto:

Descrizione Brand: 

USP:"
10,Offerta,Pricing,"Voglio che tu agisca come un Pricing manager. Definisci una strategia di pricing per il seguente prodotto, indicando le possibili soluzioni a livello di offerta. Spiega perché questa strategia potrà funzionare presso la nostra target audience.

Value Proposition:

Categoria di prodotto:

Descrizione Brand: 

Descrizione prodotto:

Offerta attuale:

Target Audience:

"
10,Offerta,Incentivi monetari,"Ora agisci come un marketing strategist. Sulla base delle informazioni qui sotto, definisci 10 offerte + 10 attività promozionali da utilizzare all'interno della strategia di marketing per il nostro prodotto. Le offerte fornite devono riuscire a portare l'utente dal pain point iniziale (before state) al suo desiderio/obiettivo finale (after state).

Categoria prodotto:

Target audience:

Target market:

Pain Point (Before State):

Desire (After State):

"
10,Offerta,Incentivi non monetari,"Ora agisci come un marketing strategist. Sulla base delle informazioni qui sotto, definisci 10 incentivi non monetari da utilizzare all'interno della strategia di marketing

Categoria prodotto:

Target audience:

Target market:

Pain Point (Before State):

Desire (After State):
"
10,Offerta,Upsell & Cross-sell,"Ora agisci come un marketing strategist. Sulla base delle informazioni qui sotto, definisci 10 offerte di upsell e cross-sell da utilizzare per il nostro prodotto

Categoria prodotto:

Target audience:

Target market:"
11,Email Marketing,Piano Editoriale,"Voglio che tu agisca come un professionista esperto Email Marketing. Sulla base delle informazioni qui sotto, fornisci:
- un piano editoriale trimestrale per le newsletter settimanali del brand - Definisci i macro temi e le categorie di email che verranno inviate. Dividi il piano editoriale secondo queste categorie
- suggerisci una cadenze regolare di invio EDM
- suggerisci le date di invio nel periodo Settembre - Dicembre
- scrivi le subject line (max 70 caratteri), il preview copy (massimo 50 caratteri) e un riassunto del tema centrale che verrà incluso 
- Organizza i dati qui sopra in una tabella


Value Proposition:

Categoria di prodotto:

Descrizione Brand: 

Prodotto principale: 

Offerta:

USP:
"
11,Email Marketing,Migliorare una EDM,"Voglio che tu agisca come un professionista esperto Email Marketing. Sulla base delle informazioni qui sotto:
- analizza il contenuto dell’email e fai una lista delle cose che sono state fatte bene e di cio’ che si può’ migliorare
- proponi i miglioramenti che applicheresti all’EDM
- Organizza i dati qui sopra in una tabella


Value Proposition:

Categoria di prodotto:

Descrizione Brand: 

Prodotto principale: 

Offerta:

USP:

Contenuto EDM:

"
11,Email Marketing,Email Lancio Prodotto/Servizio,"Scrivi una email di marketing convincente basata su PAS per promuovere il prodotto/servizio qui sotto.

Inizia identificando il Problema, descrivendo i punti critici del lettore e l'effetto del pain point sulla loro vita o attività.

Successivamente, introduci l'Agitazione scavando più a fondo nelle conseguenze e nell'incomodo emotivo che il lettore prova a causa del problema, sottolineando l'urgenza di trovare una soluzione.

Quindi, presenta la Soluzione mostrando il prodotto/servizio come risposta alle loro esigenze. Introduci la Soluzione iniziando con: ""Non preoccuparti. Abbiamo la soluzione per te. Il nostro prodotto ti aiuterà a ottenere i vantaggi qui sotto che lo rendono speciale

Condividi una testimonianza di un cliente soddisfatto che ha riscontrato miglioramenti nel risultato specifico indicato di seguito, dopo aver utilizzato il prodotto. Puoi utilizzare la citazione qui sotto come testimonianza. Non modificare o aggiungere parole alla testimonianza - lasciala com'è.

Motiva il lettore a prendere l'azione desiderata e sottolinea l'offerta per creare un senso di urgenza. Includi qui anche un pulsante CTA che evidenzi il valore.

Assicurati che l'output sia una email di marketing pronta all'uso che possa essere inviata ai sottoscrittori.

Ricorda, questa email deve essere persuasiva e convincente e deve spingere il lettore ad agire.

Assicurati che questa email abbia meno di del numero parole indicato qui sotto e sia scritta a un livello di lettura pari a quello di una quinta elementare. Non includere emoji.

[Il Prodotto/Servizio] =
[Pain Point] =
[USP 1] =
[USP 2] =
[USP 3] =
[Risultato Specifico o Esito] =
[Azione Desiderata] =
[Offerta] =
[La tua Migliore Testimonianza] =
[Numero Massimo di Parole nella Email] ="
11,Email Marketing,Email Flow Plan,"Voglio che tu agisca come un professionista esperto Email Marketing. Sulla base delle informazioni qui sotto, crea una strategia di email marketing che includa le principali email sequences necessarie a crescere la retention e il fatturato del businsess. Proponi una serie di sequenze email e dividile nelle fasi di: Acquisizione, Nurturing & Retention, Lapsed & Goodbye.

Fornisci due fomati: prima condividi la spiegazione e la lista di punti, poi organizza i dati in una tabella.


Value Proposition:

Categoria di prodotto:

Descrizione Brand: 

Prodotto principale: 

Offerta:

USP:"
11,Email Marketing,Welcome Sequence,"Voglio che tu agisca come un professionista esperto Email Marketing. Sulla base delle informazioni qui sotto:
- crea una strategia di email marketing per la Welcome Sequence di questo brand
- elenca il numero di email che verranno inviate
- elenca il temi che verranno trattati all’interno di ogni email
- scrivi le subject line (max 70 caratteri), il preview copy (massimo 50 caratteri), il body copy e la CTA per ogni email
- Organizza i dati qui sopra in una tabella


Value Proposition:

Categoria di prodotto:

Descrizione Brand: 

Prodotto principale: 

Offerta:

USP:"
11,Email Marketing,Abandoned Cart Sequence,"Voglio che tu agisca come un professionista esperto Email Marketing. Sulla base delle informazioni qui sotto:
- crea una strategia di email marketing per l’Abandoned Sequence di questo brand
- elenca il numero di email che verranno inviate
- elenca il temi che verranno trattati all’interno di ogni email
- scrivi le subject line (max 70 caratteri), il preview copy (massimo 50 caratteri), il body copy e la CTA per ogni email
- Organizza i dati qui sopra in una tabella


Value Proposition:

Categoria di prodotto:

Descrizione Brand: 

Prodotto principale: 

Offerta:

USP:
"
11,Email Marketing,Post Purchase Sequence,"Voglio che tu agisca come un professionista esperto Email Marketing. Sulla base delle informazioni qui sotto:
- crea una strategia di email marketing per la Post Purchase Sequence di questo brand
- elenca il numero di email che verranno inviate
- elenca il temi che verranno trattati all’interno di ogni email
- scrivi le subject line (max 70 caratteri), il preview copy (massimo 50 caratteri), il body copy e la CTA per ogni email
- Organizza i dati qui sopra in una tabella


Value Proposition:

Categoria di prodotto:

Descrizione Brand: 

Prodotto principale: 

Offerta:

USP:
"
12,Personal Branding,Definire il tone of voice,"Voglio che tu agisca come un ghostwriter. Analizza i seguenti 4 post social che ho scritto, e descrivi:
- le caratteristiche del mio stile di copywriting
- il tono di voce utilizzato
- lo schema di valori che emergono dai contenuti 
- le parole piu’ utilizzate 

Conferma se hai capito lo stile, o se hai bisogno di ulteriori informazioni per impersonare questo tono di voce se ti chiedessi di scrivere contenuti. "
12,Personal Branding,Contenuto personalizzato,"Adesso aiutami a creare nuovi contenuti, sulla base di cio’ che hai imparato. Fornisci:
- 10 idee di contenuti da postare sui social
- 3 bozze di contenuto per le idee che reputi piu’ convincenti.
- Per scrivere il copy, utilizza lo stile che hai imparato dai miei post precedenti."
12,Personal Branding,Reinterpretare concetti,"Ora voglio che tu analizzi i seguenti 3 post scritti da professionisti che seguo sui social. Dopo aver compreso il contenuto:
- analizza le differenze tra il loro stile di scrittura e il mio
- reinterpreta gli stessi concetti come se fossero scritti da me
- fornisci come output 3 post di massimo 350 caratteri l’uno, scritti con il mio stile, a proposito degli stessi concetti"
12,Personal Branding,Storytelling,"Ora, sulla base delle informazioni fornite sopra, crea 10 idee di contenuti per raccontare esperienze personali utilizzando lo storytelling. "
